generation,N_shifts,logPrior,logLik,eventRate,acceptRate
34400000,2,15.7728,100.09,1.8579,0.315227
34500000,6,36.5028,82.8185,2.88875,0.320035
34600000,6,38.4337,93.7214,3.90043,0.29007
34700000,2,11.1743,91.9691,1.72228,0.316129
34800000,6,39.6238,78.1961,2.01606,0.315157
34900000,2,16.6185,101.571,0.893119,0.322054
35000000,6,42.3166,103.652,1.25341,0.315669
35100000,4,25.9321,91.4709,2.27398,0.321549
35200000,3,15.1256,87.9239,3.82744,0.319103
35300000,2,14.5932,99.4378,0.747619,0.318862
35400000,3,18.9506,91.1429,1.2846,0.317493
35500000,3,19.9957,106.439,2.50071,0.312522
35600000,4,28.0451,118.459,0.912379,0.316233
35700000,2,7.59074,105.347,0.691698,0.313267
35800000,2,18.1097,53.292,0.974374,0.317461
35900000,4,28.4241,114.873,1.38181,0.31716
36000000,2,13.5848,88.3678,2.86332,0.314551
36100000,4,25.2844,92.7238,3.45734,0.32023
36200000,4,20.1659,109.684,4.30128,0.317162
36300000,2,13.5795,85.1046,1.17309,0.31299
36400000,4,28.2069,88.2827,1.29735,0.33506
36500000,3,23.3561,107.499,0.799122,0.318254
36600000,4,21.6215,86.0038,0.681895,0.320943
36700000,4,26.7939,108.744,1.70683,0.32236
36800000,5,29.4279,111.434,4.20643,0.316102
36900000,3,17.8985,112.132,1.0728,0.317918
37000000,2,15.599,101.474,0.612321,0.315905
37100000,2,15.6596,103.285,0.950262,0.316438
37200000,2,11.6085,102.655,2.39024,0.321012
37300000,2,11.5587,103.695,2.94665,0.316233
37400000,3,19.625,95.9325,3.26572,0.31339
37500000,2,15.0497,88.3253,1.2236,0.315766
37600000,4,26.0861,91.4657,2.71509,0.31193
37700000,3,21.5215,96.7345,1.82814,0.31985
37800000,5,33.6367,87.07,3.02566,0.316083
37900000,2,10.9252,87.993,1.79522,0.32687
38000000,3,18.471,104.723,1.72196,0.320474
38100000,5,31.748,97.8775,1.212,0.323563
38200000,4,28.0151,105.862,1.03738,0.324686
38300000,5,27.6712,86.1265,4.00037,0.322685
38400000,3,19.1585,93.2547,1.25683,0.325834
38500000,2,12.9999,88.267,0.785024,0.314204
38600000,2,13.7392,70.2714,1.57664,0.318564
38700000,3,17.9537,90.5414,1.55974,0.319073
38800000,4,25.2184,117.702,2.21156,0.313881
38900000,6,28.4191,100.903,4.19137,0.31615
39000000,2,13.9561,100.021,1.58261,0.317552
39100000,4,22.5432,104.164,2.80508,0.313051
39200000,3,21.6173,91.5586,0.307059,0.31555
39300000,4,24.8794,100.561,3.23266,0.315399
39400000,4,28.0271,97.0054,1.40696,0.312925
39500000,3,19.1148,95.5372,2.47742,0.314065
39600000,2,14.5725,77.9056,1.52497,0.315271
39700000,4,25.8198,94.8827,1.29855,0.329528
39800000,6,26.1202,105.264,3.0193,0.331635
39900000,4,23.8652,101.955,1.69361,0.329127
40000000,4,26.2618,98.6858,4.31577,0.319091
40100000,3,20.624,92.2353,1.44745,0.318017
40200000,2,10.2083,89.9093,2.60879,0.320942
40300000,2,14.7938,96.1867,1.50156,0.31053
40400000,7,42.505,107.805,2.92328,0.318094
40500000,3,23.071,95.8284,0.778859,0.30884
40600000,10,57.2289,103.086,4.34894,0.318276
40700000,3,23.3848,88.2416,2.21843,0.31798
40800000,4,24.5874,95.803,2.79637,0.321788
40900000,4,23.7403,111.73,2.41195,0.312953
