generation,N_shifts,logPrior,logLik,eventRate,acceptRate
77300000,3,27.171,125.41,1.29557,0.395074
77400000,2,20.7973,126.738,1.3678,0.386222
77500000,2,19.3759,140.729,1.3723,0.388146
77600000,6,43.0522,145.751,4.11344,0.388078
77700000,3,27.14,130.147,2.96921,0.395657
77800000,5,41.5394,92.1044,2.54022,0.39568
77900000,3,29.369,133.053,1.05298,0.38778
78000000,5,40.1611,127.39,3.18946,0.390082
78100000,2,18.3139,121.636,2.08163,0.389489
78200000,2,20.0047,135.523,2.06469,0.393184
78300000,3,27.8951,107.731,0.661803,0.392681
78400000,2,16.4229,131.289,0.656108,0.38193
78500000,2,13.3048,130.802,1.86755,0.380095
78600000,1,13.4366,110.993,1.4578,0.390005
78700000,2,18.271,128.887,0.85647,0.39701
78800000,3,23.1561,136.519,5.0076,0.37502
78900000,6,48.1466,133.029,2.31217,0.37914
79000000,5,38.6671,137.247,1.97435,0.3801
79100000,3,27.711,119.761,3.00368,0.392953
79200000,1,14.2809,101.461,1.54907,0.396114
79300000,3,22.4398,137.724,1.87784,0.388118
79400000,3,29.0553,136.949,2.49675,0.398075
79500000,3,21.3566,136.576,3.20424,0.395473
79600000,2,18.3881,127.684,2.98994,0.384955
79700000,5,35.8225,138.815,3.79074,0.385607
79800000,6,45.962,127.66,1.78215,0.382183
79900000,6,46.6763,124.107,2.93763,0.388763
80000000,3,26.6111,126.293,2.23396,0.388573
80100000,3,24.9011,130.779,1.52278,0.383194
80200000,4,32.1759,135.688,2.05032,0.388167
80300000,3,27.7971,128.572,1.80905,0.384963
80400000,7,55.9126,142.714,3.09862,0.401313
80500000,5,40.6593,118.345,4.00952,0.39119
80600000,7,51.6471,145.32,2.51309,0.391188
80700000,2,17.3099,124.089,1.86561,0.392628
80800000,2,18.4118,125.665,0.942222,0.41102
80900000,4,35.9988,115.495,1.57309,0.41625
81000000,8,54.8805,132.398,3.38887,0.387965
81100000,4,33.0875,140.879,1.20886,0.38491
81200000,2,19.4805,138.739,1.97371,0.387678
81300000,4,27.5232,139.856,2.83428,0.410677
81400000,3,27.381,106.887,0.813385,0.391813
81500000,5,41.3777,131.338,1.84158,0.393453
81600000,3,25.926,119.482,0.748168,0.4233
81700000,6,47.1998,140.634,3.60286,0.392698
81800000,6,46.6884,126.277,4.42975,0.385572
81900000,6,42.2565,139.088,2.79769,0.40608
82000000,3,29.5683,138.65,1.61689,0.383852
82100000,3,23.5269,140.827,2.66598,0.389372
82200000,7,52.1304,139.755,5.5372,0.384002
82300000,4,27.977,126.36,2.98979,0.38175
82400000,3,24.2375,128.723,4.87154,0.385276
82500000,5,33.2588,126.327,6.09103,0.383405
82600000,4,32.266,126.256,1.56606,0.388946
82700000,6,44.0784,142.333,1.81204,0.388967
82800000,2,18.0921,129.888,1.69968,0.388388
82900000,1,13.1592,100.469,0.684615,0.389367
83000000,7,50.1276,119.633,5.56416,0.389055
83100000,6,46.4014,145.061,4.5248,0.389505
83200000,4,29.771,148.879,2.67309,0.399589
83300000,2,18.7957,133.696,2.97906,0.388724
83400000,3,25.06,136.203,2.75675,0.388519
83500000,4,30.1979,137.598,3.94744,0.396982
83600000,4,36.3631,125.71,2.52678,0.396256
83700000,3,26.3942,139.46,1.70171,0.38585
83800000,3,22.5462,142.657,3.19331,0.395293
83900000,3,26.2805,143.141,1.96384,0.39419
84000000,3,26.4543,124.454,3.75784,0.394517
84100000,6,43.2091,142.547,3.57793,0.389989
84200000,0,7.45422,105.358,0.31379,0.395465
