generation,N_shifts,logPrior,logLik,eventRate,acceptRate
30400000,5,20.9527,19.542,2.28542,0.25001
30500000,4,21.2282,23.2591,1.38532,0.252368
30600000,4,18.8295,30.1376,2.88397,0.259601
30700000,3,15.5226,36.1355,1.44857,0.247408
30800000,7,30.6408,41.3689,4.62938,0.257355
30900000,5,14.8977,46.3183,7.05666,0.249863
31000000,4,19.498,33.3776,3.01239,0.243957
31100000,4,9.8669,23.6781,4.18822,0.2696
31200000,4,19.0028,33.122,1.51645,0.244386
31300000,5,24.9679,29.6952,2.14368,0.250496
31400000,3,10.726,23.6403,4.78192,0.24846
31500000,4,16.4114,37.7893,3.10921,0.267235
31600000,5,25.2877,34.3947,3.25613,0.24439
31700000,4,19.1697,31.5066,3.17321,0.245042
31800000,3,15.0597,31.0036,1.21803,0.245362
31900000,5,21.4564,39.6991,2.48184,0.249635
32000000,4,20.59,31.9673,1.37791,0.242846
32100000,3,12.9807,12.2962,3.84526,0.250784
32200000,5,26.236,29.0728,2.39362,0.256663
32300000,5,23.8951,28.9152,1.33364,0.256906
32400000,6,23.9088,26.9414,2.52521,0.24884
32500000,5,17.6002,41.689,2.64774,0.24197
32600000,3,14.4009,40.5288,2.39691,0.252794
32700000,9,32.0989,12.2445,5.31858,0.248662
32800000,5,29.1771,53.2417,1.35747,0.24258
32900000,6,25.2359,21.1094,1.94651,0.245632
33000000,7,34.6052,28.4887,2.93602,0.246419
33100000,7,35.1792,17.4059,3.07903,0.247487
33200000,4,23.7183,31.0377,0.53658,0.247798
33300000,6,28.1575,31.6232,4.01615,0.243827
33400000,3,15.7175,44.1045,1.12503,0.24409
33500000,3,17.1367,22.0778,2.09252,0.249762
33600000,7,27.8683,35.0066,5.82429,0.248888
33700000,5,23.0309,21.429,1.83423,0.247656
33800000,6,17.5176,37.9139,5.28458,0.248413
33900000,5,20.3614,31.0432,4.26286,0.246265
34000000,5,22.5263,21.5911,3.42345,0.244298
34100000,4,16.3893,30.2218,1.6558,0.247694
34200000,8,33.0566,31.8527,5.19391,0.255097
34300000,9,40.9494,29.8585,5.22129,0.244159
34400000,9,36.81,30.5628,4.75709,0.258165
34500000,3,13.5981,30.5315,1.82036,0.249421
34600000,5,20.6007,26.4151,2.8468,0.247501
34700000,3,14.6268,31.072,0.793825,0.244705
34800000,7,33.3758,36.1854,2.78161,0.245465
34900000,4,20.8763,32.1813,1.03739,0.246963
35000000,5,23.58,27.6078,2.30116,0.252591
35100000,5,21.0391,38.7258,4.12144,0.245143
35200000,5,24.3216,13.6502,2.4815,0.255566
35300000,3,14.2786,34.9321,1.4948,0.246664
35400000,5,25.8662,28.7312,2.00085,0.246427
35500000,7,30.0402,6.84164,3.96704,0.2598
35600000,3,12.0663,24.8034,2.93312,0.246612
35700000,3,12.8303,33.5507,1.54797,0.246592
35800000,6,28.1503,49.091,4.10255,0.243607
35900000,3,14.6037,46.905,1.73737,0.255168
36000000,6,30.1026,29.2713,2.1854,0.242758
36100000,3,11.4906,23.8991,2.38354,0.252264
36200000,7,35.7322,27.7726,1.78795,0.251223
36300000,6,26.3725,32.8557,2.02961,0.255241
36400000,6,27.496,31.8167,3.38209,0.248597
36500000,4,23.0156,26.1141,2.29137,0.250897
36600000,7,21.6992,37.7631,3.10465,0.250727
36700000,4,17.7591,23.4463,3.28362,0.24798
36800000,5,21.3606,32.7471,4.32363,0.251014
36900000,6,26.5065,12.4554,3.75398,0.26219
37000000,4,17.6684,8.7905,2.91479,0.249662
37100000,4,17.4753,33.9231,4.20473,0.2491
37200000,4,18.0996,35.7873,3.35478,0.259928
37300000,2,13.0413,9.77308,2.56924,0.25907
37400000,6,23.6689,28.7187,2.8672,0.248015
37500000,5,22.7623,41.2781,2.75875,0.248348
37600000,5,21.8957,28.7564,2.97132,0.258413
37700000,6,22.7913,32.7412,3.53912,0.257871
37800000,3,13.5682,8.4596,1.81348,0.284947
37900000,6,28.3751,25.0238,1.9469,0.252979
38000000,10,37.2614,33.9846,4.3161,0.253255
38100000,7,32.5672,23.1012,2.77212,0.26463
38200000,5,19.0417,26.0848,3.48006,0.252651
38300000,6,26.6007,21.541,3.93025,0.253203
38400000,7,27.8655,37.8044,2.89235,0.253106
38500000,9,32.802,33.9189,5.41814,0.251891
38600000,7,34.3548,33.9493,3.36983,0.25461
38700000,4,16.1541,36.9552,1.5585,0.265382
